MISMATCH,Channel,Date,Start Time,Program Name - protrack,Nola Episode - protrack,Program Name - pbs,Nola Episode - pbs,Episode Name - pbs,Description - pbs
,9.1,2025-03-29,15:30:00,Pati's Mexican Table,#506,Pati's Mexican Table,#506,Ancient Yucatán With My Boys,"Chef Pati Jinich introduces authentic Mexican flavors, colors and textures into American kitchens. Each episode features a single Mexican food, ranging from familiar ingredients like vanilla to mysterious grains used by the Aztecs. Season 8 explores simple and delectable dishes from both Mexico and the United States, including street food, a seafood feast, taco recipes, lobster recipes, and a breakfast based on Sinaloan classics."
,9.1,2025-03-29,16:00:00,Sara's Weeknight Meals,#1308,Sara's Weeknight Meals,#1308,How Sweet It Is,"Chef, cookbook author and TV host Sara Moulton presents helpful hints for preparing quick and easy healthy meals at home. Episodes feature ideas for Sunday suppers, for one-pot meals, and for preparing flavor-packed meals using only five ingredients. Some recipes include pork tournedos with sage and prosciutto, steamed mussels in curried coconut broth, a fried-catfish bacon/lettuce/tomato sandwich, and a salad of grilled-salmon, arugula and grilled corn."
,9.1,2025-03-29,16:30:00,Samantha Brown's Places to Love,#810,Samantha Brown's Places to Love,,Route 66 -- Oklahoma City to Texas,"Samantha Brown explores the emotional heart of travel and the people who change, challenge and strengthen a destination."
YES,9.1,2025-03-29,17:00:00,Pbs Newshour Weekend,#2277,PBS News Weekend,,,"Analysis of national and international news, as well as in-depth reporting on topics ranging from education and politics to technology and finance."
,9.1,2025-03-29,17:30:00,On The Record,#810,On the Record,,,"Interviews with key players in San Antonio politics, business, and community activism. Each week also includes a roundtable discussion with local journalists who keep a pulse on important issues impacting the city."
,9.1,2025-03-29,18:00:00,Father Brown,#195,Father Brown,#195,The Final Devotion,Based on the novels of G.K. Chesterton.
YES,9.1,2025-03-29,19:00:00,Keeping Up Appearances - The Memoirs of Hyacinth Bucket,,Keeping Up Appearances,#104,The Charity Shop,"Hyacinth Bucket (pronounced Bouquet, if you please) lives to impress. And she has no patience for people who pretend to be superior -- because that makes it ""so much harder for those of us who really are."" Assured of her own eminence, she spends her days trying to make sure everyone else is, too. Her down-market sisters, Rose and Daisy, are a challenge, but she's always willing to talk about her rich sister Violet. Violet's eccentric, cross-dressing husband, not so much."
YES,9.1,2025-03-29,19:30:00,Keeping Up Appearances - The Memoirs of Hyacinth Bucket,,Keeping Up Appearances,#105,Daisy's Toyboy,"Hyacinth Bucket (pronounced Bouquet, if you please) lives to impress. And she has no patience for people who pretend to be superior -- because that makes it ""so much harder for those of us who really are."" Assured of her own eminence, she spends her days trying to make sure everyone else is, too. Her down-market sisters, Rose and Daisy, are a challenge, but she's always willing to talk about her rich sister Violet. Violet's eccentric, cross-dressing husband, not so much."
,9.1,2025-03-29,20:00:00,Midsomer Murders,#205,Midsomer Murders,#205,Beyond the Grave: Part 1,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-29,20:41:00,,,Midsomer Murders,#206,Beyond the Grave: Part 2,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-29,20:41:18,Midsomer Murders,#206,,,,
,9.1,2025-03-29,22:00:00,Midsomer Murders,#207,Midsomer Murders,#207,Blood Will Out: Part 1,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-29,22:42:00,,,Midsomer Murders,#208,Blood Will Out: Part 2,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-29,22:42:31,Midsomer Murders,#208,,,,
,9.1,2025-03-30,00:00:00,Nature,#4211,Nature,#4211,Grizzly 399: Queen of the Tetons,"Consistently stunning documentaries transport viewers to far-flung locations ranging from the torrid African plains to the chilly splendors of icy Antarctica. The show's primary focus is on animals and ecosystems around the world. A comic book based on the show, meant to be used an as educational tool for kids, was briefly distributed to museums and schools at no cost in the mid-2000s."
,9.1,2025-03-30,01:00:00,Nova,#5104,NOVA,#5104,Hunt for the Oldest DNA,"This long-running, award-winning documentary series focuses on science, its many applications, speculation, history and researchers. Inspired by the BBC documentary program ""Horizons, "" the U.S. series frequently features interviews with scientists directly involved in the topic at hand, and sometimes even boasts footage of a particular discovery."
,9.1,2025-03-30,02:00:00,The Future of Nature,#101,The Future of Nature,,Oceans,The fight to save nature.
,9.1,2025-03-30,03:00:00,On The Record,#810,On the Record,,,"Interviews with key players in San Antonio politics, business, and community activism. Each week also includes a roundtable discussion with local journalists who keep a pulse on important issues impacting the city."
,9.1,2025-03-30,03:30:00,The San Antonio Files,#108,The San Antonio Files,,,
,9.1,2025-03-30,04:00:00,Washington Week with the Atlantic,#6439,Washington Week With The Atlantic,,,"Jeffrey Goldberg, editor in chief of The Atlantic, moderates a panel of journalists who report and provide analysis on the major stories emanating from the United States capital. Having first aired in 1967, ""Washington Week"" is the longest-running prime-time news and public affairs program on television. The series has been recognized for its journalism excellence with many honors, including a 2008 Peabody Award."
,9.1,2025-03-30,04:30:00,Firing Line with Margaret Hoover,#839,Firing Line With Margaret Hoover,,,Margaret Hoover leads interviews and debates.
,9.1,2025-03-30,05:00:00,Happy Yoga with Sarah Starr,#306,Happy Yoga With Sarah Starr,#306,Cascading Paradise,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-30,05:30:00,Classical Stretch: By Essentrics,#1213,Classical Stretch: By Essentrics,#1213,Toning the Waist,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-30,06:00:00,Wild Kratts,#134,Wild Kratts,#134,Little Howler,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-30,06:30:00,Alma's Way,#223,Alma's Way,#223,No Sleep 'Til New Year's; Nurse Alma,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-30,07:00:00,Lyla in the Loop,#120,Lyla in the Loop,#120,Too Many Pumpkins; The Maybe-Sitters,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-30,07:30:00,Carl The Collector,#114,Carl the Collector,#114,Whole Lotta Lotta; Leaf It to Carl,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-30,08:00:00,Daniel Tiger's Neighborhood,#202,Daniel Tiger's Neighborhood,#202,The Baby Is Here,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-30,08:30:00,Rosie's Rules,#133,Rosie's Rules,#133,Donating Day; Gatita the Volunteer Cat,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-30,09:00:00,Sesame Street,#5405,Sesame Street,#5405,Sesame Street Self-Portraits,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-30,09:30:00,Work It Out Wombats!,#140,Work It Out Wombats!,#140,The Wombat Family Road Trip; A Super Duper Wombat Whirlgig,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-30,10:00:00,Central Texas Gardener,#2902,Central Texas Gardener,#2902,Naturally Beautiful,Gardening in central Texas.
,9.1,2025-03-30,10:30:00,Texas Parks and Wildlife,#3321,Texas Parks and Wildlife,,,Each program travels to several destinations around the state of Texas.
,9.1,2025-03-30,11:00:00,Overheard with Evan Smith,#830,Overheard With Evan Smith,#830,"Cecile Richards, Planned Parenthood President/Author",Interviews with public figures.
,9.1,2025-03-30,11:30:00,Washington Week with the Atlantic,#6439,Washington Week With The Atlantic,,,"Jeffrey Goldberg, editor in chief of The Atlantic, moderates a panel of journalists who report and provide analysis on the major stories emanating from the United States capital. Having first aired in 1967, ""Washington Week"" is the longest-running prime-time news and public affairs program on television. The series has been recognized for its journalism excellence with many honors, including a 2008 Peabody Award."
,9.1,2025-03-30,12:00:00,Firing Line with Margaret Hoover,#839,Firing Line With Margaret Hoover,,,Margaret Hoover leads interviews and debates.
,9.1,2025-03-30,12:30:00,Consuelo Mack Wealthtrack,#2139,Consuelo Mack WealthTrack,,,"Financial journalist Consuelo Mack interviews some of the most trusted names in the investment business, along with what she terms ""financial thought leaders"" and big-name investors, all with an eye toward providing viewers with ways to build wealth and protect if over the long term. Mack and her guests deal with stocks, bonds, real estate and even art and collectibles as a means to building wealth. Each guest is asked to make a recommendation as to one stock that should be in a long-term portfolio, and she offers viewers her own Action Point, which is a step anyone can take to work toward building wealth."
,9.1,2025-03-30,13:00:00,On The Record,#810,On the Record,,,"Interviews with key players in San Antonio politics, business, and community activism. Each week also includes a roundtable discussion with local journalists who keep a pulse on important issues impacting the city."
YES,9.1,2025-03-30,13:30:00,Voter Guide 2025,#2025,San Antonio 2025 May Voter Guide,,,
,9.1,2025-03-30,14:00:00,The M Factor: Shredding The Silence On Menopause,#0,The M Factor: Shredding the Silence on Menopause,,,Confronting menopause and advocating for a new approach to women's health that helps women prepare for midlife.
,9.1,2025-03-30,15:00:00,Coronation Girls,#0,Coronation Girls,,,Fifty girls from rural communities across Canada visit London to witness the coronation procession of Queen Elizabeth.
,9.1,2025-03-30,16:30:00,Tell Me More with Kelly Corrigan,#204,Tell Me More With Kelly Corrigan,#204,Dolores Huerta,Author Kelly Corrigan talks with influential leaders.
YES,9.1,2025-03-30,17:00:00,Pbs Newshour Weekend,#2278,PBS News Weekend,,,"Analysis of national and international news, as well as in-depth reporting on topics ranging from education and politics to technology and finance."
YES,9.1,2025-03-30,17:30:00,Dw Focus On Europe,#4314,Focus on Europe,,,Stories and news from across Europe.
,9.1,2025-03-30,18:00:00,Sister Boniface Mysteries,#104,Sister Boniface Mysteries,#104,My Brother's Keeper,Sister Boniface of Saint Vincent's Convent helps solves crimes in the village of Great Slaughter.
,9.1,2025-03-30,19:00:00,Call The Midwife,#1401,Call the Midwife,,,"Adapted by Heidi Thomas from the best-selling memoirs of Jennifer Worth, this drama series is a moving, funny, colorful look at midwifery and family in 1950s East End London. It follows newly qualified midwife Jenny, who joins an eccentric, lovable community of nuns who are nurses at Nonnatus House. Jenny is surprised to find herself at a convent -- she thought she was being sent to a small private hospital -- and is initially daunted by her surroundings, most notably the formidable Sister Evangelina and the unconventional Sister Monica Joan. But Jenny gradually begins to find her way and develops incredible friendships among the nurses, as they are drawn into the lives and homes of the women and families they treat."
,9.1,2025-03-30,20:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5515,Wolf Hall: The Mirror and the Light on Masterpiece,,Obedience,"Starring Damian Lewis, Mark Rylance and Claire Foy, this series is a six-part adaptation of Hilary Mantel's novels ""Wolf Hall"" and ""Bring Up the Bodies."" The historical drama follows the story of Thomas Cromwell through his rise in social hierarchy. From his humble beginnings as a blacksmith's son, Cromwell becomes King Henry VIII's chief minister. The episodes chronicle his life as he deals with the power struggles of the Tudor Court and a king who has difficulty producing a male heir."
YES,9.1,2025-03-30,21:00:00,Marie Antoinette,#202,Marie-Antoinette,,A Poison Pen,"An exploration of who Marie Antoinette was, what she thought and what she felt; barely 14 years old when she left Austria to marry the Dauphin in France, she tries to comply with numerous and complicated French rules."
,9.1,2025-03-30,22:00:00,The Paris Murders,#208,The Paris Murders,,Between Two,Intuitive profiler Chloé Saint-Laurent solves puzzling cases with the Paris homicide division.
,9.1,2025-03-30,23:00:00,Lucy Worsley's Royal Myths & Secrets,#104,Lucy Worsley's Royal Myths & Secrets,#104,Henry VIII's Reformation,"Lucy Worsley dispels the myths behind some of the key moments in British royal history, and she uncovers how historical stories have been manipulated and mythologized for generations."
,9.1,2025-03-31,00:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5515,Wolf Hall: The Mirror and the Light on Masterpiece,,Obedience,"Starring Damian Lewis, Mark Rylance and Claire Foy, this series is a six-part adaptation of Hilary Mantel's novels ""Wolf Hall"" and ""Bring Up the Bodies."" The historical drama follows the story of Thomas Cromwell through his rise in social hierarchy. From his humble beginnings as a blacksmith's son, Cromwell becomes King Henry VIII's chief minister. The episodes chronicle his life as he deals with the power struggles of the Tudor Court and a king who has difficulty producing a male heir."
YES,9.1,2025-03-31,01:00:00,Jacqueline Du Pre: Genius and Tragedy,#0,Jacqueline du Pré: Genius and Tragedy,,,The life and career of cellist Jacqueline du Pré and why affection for her playing has remained strong nearly 40 years after her death.
YES,9.1,2025-03-31,02:30:00,A Hymn for Peace: The Ukrainian Freedom Orchestra,,A Hymn for Peace: The Ukrainian Freedom Orchestra Performs Beethoven's Ninth Symphony,,,The Ukrainian Freedom Orchestra performs Beethoven's Ninth Symphony at the Teatr Wielki in Warsaw to market the third anniversary of the Russian invasion of Ukraine.
YES,9.1,2025-03-31,04:00:00,Finding Your Roots,#1007,"Finding Your Roots With Henry Louis Gates, Jr.",#1007,The Brick Wall Falls,"Educator Henry Louis Gates Jr. has hosted several PBS series that examine U.S. history. In ""Finding Your Roots,"" the Harvard professor continues his quest to ""get into the DNA of American culture."" In each episode, celebrities view ancestral histories, sometimes learn of connections to famous/infamous people, discover secrets, and share the emotional experience with viewers. Analyzing genetic code, DNA diagnosticians trace bloodlines and occasionally debunk long-held beliefs."
,9.1,2025-03-31,05:00:00,Happy Yoga with Sarah Starr,#307,Happy Yoga With Sarah Starr,#307,Ocean Sunset,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
,9.1,2025-03-31,05:30:00,Classical Stretch: By Essentrics,#1214,Classical Stretch: By Essentrics,#1214,Spine Strengthening,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-31,06:00:00,Cyberchase,#1207,Cyberchase,#1207,Soil Turmoil,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-03-31,06:30:00,Wild Kratts,#127,Wild Kratts,#127,Zig-Zagged,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-03-31,07:00:00,Lyla in the Loop,#117,Lyla in the Loop,#117,Stu's Up; Roll n' Scoot,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-03-31,07:30:00,Carl The Collector,#115,Carl the Collector,,Rhythm Blues; Giving Up the Ship,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-03-31,08:00:00,Daniel Tiger's Neighborhood,#307,Daniel Tiger's Neighborhood,#307,Daniel and O's Road Trip; Daniel's Puppet Plan,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-03-31,08:30:00,Rosie's Rules,#137,Rosie's Rules,#137,Abuela's Song; Rosie the Inventor,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-03-31,09:00:00,Sesame Street,#5431,Sesame Street,,Elmo Goes Down the Big Slide,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-03-31,09:30:00,Work It Out Wombats!,#137,Work It Out Wombats!,,Tricky Tricky Taiko Drum; Toy Swap Flop,A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-03-31,10:00:00,Donkey Hodie,#218,Donkey Hodie,#218,Gameshow Gaffe; Balancing Team Troubles,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-03-31,10:30:00,Pinkalicious & Peterrific,#203,Pinkalicious & Peterrific,#203,Aqualicious; Sing in the Spring,"The creative adventures of Pinkalicious and her brother, Peter."
,9.1,2025-03-31,11:00:00,Elinor Wonders Why,#207,Elinor Wonders Why,#207,Junior Ranger Elinor; Big Brother,The adventures of an observant and curious bunny rabbit named Elinor and her friends Ari the bat and Olive the elephant.
,9.1,2025-03-31,11:30:00,Alma's Way,#136,Alma's Way,#136,Lost in the Bronx; New Neighbors,"Six-year old Alma, a Puerto Rican girl who lives with her family in the Bronx, learns to think for herself, making mistakes and finding solutions along the way."
,9.1,2025-03-31,12:00:00,Molly of Denali,#415,Molly of Denali,#415,Dinjik Dhah; Message in a Bottle,"The daily adventures of 10-year-old Alaska native Molly Mabray, her family, her dog Suki and her friends Tooey and Trini."
,9.1,2025-03-31,12:30:00,Xavier Riddle and the Secret Museum,#127,Xavier Riddle and the Secret Museum,#127,I Am Mary Anning; I Am Charlie Chaplin,"Xavier Riddle, his sister, Yadina, and their friend, Brad, meet heroes from the past -- from Eleanor Roosevelt to Leonardo da Vinci."
,9.1,2025-03-31,13:00:00,Sit and Be Fit,#1015,Sit and Be Fit,#1015,Sensory Awareness,Mary Ann Wilson leads safe workouts set to fun music.
,9.1,2025-03-31,13:30:00,Classical Stretch: By Essentrics,#1214,Classical Stretch: By Essentrics,#1214,Spine Strengthening,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-03-31,14:00:00,Father Brown,#195,Father Brown,#195,The Final Devotion,Based on the novels of G.K. Chesterton.
,9.1,2025-03-31,15:00:00,Midsomer Murders,#205,Midsomer Murders,#205,Beyond the Grave: Part 1,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-31,15:41:00,,,Midsomer Murders,#206,Beyond the Grave: Part 2,"Based on the crime-novel series by author Caroline Graham, ""Midsomer Murders"" follows the efforts of Detective Chief Inspector John Barnaby to solve crimes that occur in the wealthy, isolated English county of Midsomer, a picturesque and peaceful place on the outside but one filled with amoral and snobbish eccentrics with all kinds of vices. His latest assistant is Detective Sergeant Jamie Winter. DCI Barnaby took over in series 14, replacing his older cousin, Chief Inspector Tom Barnaby, who retired."
YES,9.1,2025-03-31,15:41:18,Midsomer Murders,#206,,,,
,9.1,2025-03-31,17:00:00,Bbc News America,#1056,BBC News America,,,"Live news program produced out of BBC's Washington, D.C. bureau; host Sumi Somaskanda."
,9.1,2025-03-31,17:30:00,Bbc News The Context,#1056,BBC News The Context,,,"A regular panel of guests from across the political spectrum discuss the biggest international stories of the day, along with news-making interviews and analysis from BBC correspondents around the globe."
YES,9.1,2025-03-31,18:00:00,The Pbs News Hour,#14696,PBS News Hour,,,Co-anchors Amna Nawaz and Geoff Bennett and correspondents offer in-depth analysis of current events.
,9.1,2025-03-31,19:00:00,Antiques Roadshow,#2911,Antiques Roadshow,,Denver Botanic Gardens: Chatfield Farms Hour 2,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-31,20:00:00,Antiques Roadshow,#1910,Antiques Roadshow,#1910,Birmingham Hour 1,"Collectors discover that they can turn trash into treasure, thanks to the appraisal skills of the show's specialists in antiques and fine art."
,9.1,2025-03-31,21:00:00,Going Your Way,#0,Going Your Way,,,"The personal, medical and spiritual issues surrounding end-of-life care and the active role people are taking to ensure their death goes according to their wishes."
,9.1,2025-03-31,22:00:00,The Cost of Caring,#0,The Cost of Caring,,,Examining the challenges veterinarians face; the stressors that lead to burnout and depression; why veterinarians have one of the highest suicide rates in the United States.
,9.1,2025-03-31,23:00:00,Amanpour and Company,#7196,Amanpour and Company,,,Christiane Amanpour leads discussions about world issues and interviews with global leaders.
YES,9.1,2025-04-01,00:00:00,Antiques Roadshow,#1910,To Be Announced,,,Programming to be announced.
,9.1,2025-04-01,01:00:00,Going Your Way,#0,Going Your Way,,,"The personal, medical and spiritual issues surrounding end-of-life care and the active role people are taking to ensure their death goes according to their wishes."
,9.1,2025-04-01,02:00:00,Call The Midwife,#1401,Call the Midwife,,,"Adapted by Heidi Thomas from the best-selling memoirs of Jennifer Worth, this drama series is a moving, funny, colorful look at midwifery and family in 1950s East End London. It follows newly qualified midwife Jenny, who joins an eccentric, lovable community of nuns who are nurses at Nonnatus House. Jenny is surprised to find herself at a convent -- she thought she was being sent to a small private hospital -- and is initially daunted by her surroundings, most notably the formidable Sister Evangelina and the unconventional Sister Monica Joan. But Jenny gradually begins to find her way and develops incredible friendships among the nurses, as they are drawn into the lives and homes of the women and families they treat."
,9.1,2025-04-01,03:00:00,Wolf Hall: The Mirror and the Light On Masterpiece,#5515,Wolf Hall: The Mirror and the Light on Masterpiece,,Obedience,"Starring Damian Lewis, Mark Rylance and Claire Foy, this series is a six-part adaptation of Hilary Mantel's novels ""Wolf Hall"" and ""Bring Up the Bodies."" The historical drama follows the story of Thomas Cromwell through his rise in social hierarchy. From his humble beginnings as a blacksmith's son, Cromwell becomes King Henry VIII's chief minister. The episodes chronicle his life as he deals with the power struggles of the Tudor Court and a king who has difficulty producing a male heir."
YES,9.1,2025-04-01,04:00:00,Marie Antoinette,#202,Marie-Antoinette,,A Poison Pen,"An exploration of who Marie Antoinette was, what she thought and what she felt; barely 14 years old when she left Austria to marry the Dauphin in France, she tries to comply with numerous and complicated French rules."
,9.1,2025-04-01,05:00:00,Happy Yoga with Sarah Starr,#308,Happy Yoga With Sarah Starr,#308,Desert Rock,"Yoga can be challenging, especially for beginners who may be apprehensive about trying something that they think is too daunting. Wanting to help those who are new to the exercise, fitness instructor Sarah Starr created an easier routine. Happy Yoga, as she calls it, is a modified program using chairs that allows people of any age or physical condition to be able to benefit from yoga. ""Happy Yoga"" features Starr performing the chair exercises outside, utilizing serene backdrops that showcase Mother Nature's beauty."
YES,9.1,2025-04-01,05:30:00,Classical Stretch: By Essentrics,#1215,Classical Stretch: By Essentrics,#1218,Psoas & Hip Strengthening,Miranda Esmonde-White offers an exercise program for people of all ages and fitness levels.
,9.1,2025-04-01,06:00:00,Cyberchase,#1109,Cyberchase,,,"After being warped into Cyberspace from a library computer, Matt leads friends Jackie and Inez as Cybersquad. With live hosts Bianca and Harry, the team must protect Motherboard from the evil Hacker who wants to rule Cyberspace. Using gadgets and following clues, the team solves math mysteries and any other problem that comes their way."
,9.1,2025-04-01,06:30:00,Wild Kratts,#214,Wild Kratts,#214,Aqua Frog,"This show follows the adventures of animated versions of brothers Chris and Martin Kratt, hosts of such educational shows as ""Kratts' Creatures"" and ""Zoboomafoo."" In the show, the animated Kratts encounter wild animals during stories of adventure and mystery. The live-action Kratt brothers introduce each episode."
,9.1,2025-04-01,07:00:00,Lyla in the Loop,#112,Lyla in the Loop,#112,Four Little Piggies and Brucey; Handle With Care,Seven-year-old Lyla and her close-knit family address everyday problems together in the big city.
,9.1,2025-04-01,07:30:00,Carl The Collector,#118,Carl the Collector,,Twin Sister Hamster Sitters Incorporated; The Sneaker Collection,"The everyday adventures of Carl, an autistic raccoon, who loves collecting things."
,9.1,2025-04-01,08:00:00,Daniel Tiger's Neighborhood,#514,Daniel Tiger's Neighborhood,#514,Daniel's New Friend Max; A New Friend at the Clock Factory,"The first series inspired by ""Mister Rogers Neighborhood,"" ""Daniel Tiger's Neighborhood"" features 4-year-old Daniel Tiger, son of the original program's Daniel Striped Tiger. Every day Daniel puts on his red sweater, ties his shoes, and invites a new generation of preschoolers into the Neighborhood of Make-Believe. Daniel shares his daily adventures with pals O the Owl, Katerina Kittycat, Prince Wednesday and Miss Elaina. With the help of Daniel and his friends, preschoolers have fun and learn practical skills necessary for growing and developing."
,9.1,2025-04-01,08:30:00,Rosie's Rules,#129,Rosie's Rules,#129,Rosie on Ice; The Meteor Shower,Five-year-old Mexican American Rosie Fuentes learns how the world around her works in her suburban Texas community.
,9.1,2025-04-01,09:00:00,Sesame Street,#5405,Sesame Street,#5405,Sesame Street Self-Portraits,"A longtime favorite of children and adults, and a staple of PBS, ""Sesame Street"" bridges many cultural and educational gaps with a fun program. Big Bird leads a cast of characters teaching children numbers, colors and the alphabet. Bert and Ernie, Oscar the Grouch and Grover are just a few of the other creatures involved in this show, set on a city street full of valuable learning opportunities."
,9.1,2025-04-01,09:30:00,Work It Out Wombats!,#118,Work It Out Wombats!,#118,"3,2,1 Lift Off!; Moon Magic",A playful trio of marsupial siblings look for interesting problems to solve in their Treeborhood.
,9.1,2025-04-01,10:00:00,Donkey Hodie,#205,Donkey Hodie,#205,A Donkey Dilemma; The Quiet Game,Donkey Hodie and her pals follow their dreams and work together to find creative solutions to everyday problems.
,9.1,2025-04-01,10:30:00,Pinkalicious & Peterrific,#603,Pinkalicious & Peterrific,#603,The Kendra Shuffle; Team Song,"The creative adventures of Pinkalicious and her brother, Peter."
